CSI_SITE_HANDLE,CSI_ADDRESS_ID,CSI_CORE_SITE_ID,CSI_CUST_HANDLE,CSI_ORDER_HANDLE,CSI_SERVICEHANDLE,CSI_USID,CSI_SERVICEELEMENTCLASS,GOLD_SITE_CODE,GOLD_ADDRESS_ID,GOLD_CORE_SITE_ID,GOLD_STATUS,GOLD_ICO,IS_AVAILABLE_AFTER_ADD_WHITESPACE
LLWB2663-2,,,2663,39412,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,LLWB2663-2,,,0,7152,CSI_SITEHANDLE_FOUND_IN_GOLD
Centro Itajai 2,,,1799,30928,IP_VPN,NOT REQUIRED,NOT REQUIRED,Centro Itajai 2,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
DEK,,,36775,28606,IP_VPN,NOT REQUIRED,NOT REQUIRED,DEK,,,0,36775,CSI_SITEHANDLE_FOUND_IN_GOLD
GOV OF SINGAPORE INV.,,,2198,35634,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,GOV OF SINGAPORE INV.,,,0,2198,CSI_SITEHANDLE_FOUND_IN_GOLD
Apex Capital,,,3969,45125,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Apex Capital,,,0,3969,CSI_SITEHANDLE_FOUND_IN_GOLD
MIAB23346-1,,,23346,42978,IP_VPN,NOT REQUIRED,NOT REQUIRED,MIAB23346-1,,,0,23346,CSI_SITEHANDLE_FOUND_IN_GOLD
llon192(X.28),,,4543,29804,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,llon192(X.28),,,0,4543,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Bank Makati City,,,1668,31930,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,ING Bank Makati City,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
CWLB1357-8,,,3913,38116,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,CWLB1357-8,,,0,3913,CSI_SITEHANDLE_FOUND_IN_GOLD
BHXB5108-6,,,5108,34526,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BHXB5108-6,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
Shen Yang,,,35488,31585,IP_VPN,NOT REQUIRED,NOT REQUIRED,Shen Yang,,,0,35488,CSI_SITEHANDLE_FOUND_IN_GOLD
Cereol,,,36082,44242,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Cereol,,,0,36082,CSI_SITEHANDLE_FOUND_IN_GOLD
Hamburg 7,,,2276,39525,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Hamburg 7,,,0,2276,CSI_SITEHANDLE_FOUND_IN_GOLD
AFP NEW DEHLI,,,36629,53404,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,AFP NEW DEHLI,,,0,36629,CSI_SITEHANDLE_FOUND_IN_GOLD
Franklin Toronto,,,5963,45130,ATM,NOT REQUIRED,NOT REQUIRED,Franklin Toronto,,,0,5963,CSI_SITEHANDLE_FOUND_IN_GOLD
5043-Carmes3,,,11007,44189,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,5043-Carmes3,,,0,11007,CSI_SITEHANDLE_FOUND_IN_GOLD
Budapest +,,,35902,34420,IP_VPN,NOT REQUIRED,NOT REQUIRED,Budapest +,,,0,35902,CSI_SITEHANDLE_FOUND_IN_GOLD
TPEB7736-2,,,7736,44891,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,TPEB7736-2,,,0,7736,CSI_SITEHANDLE_FOUND_IN_GOLD
NYCB4584-9,,,4584,34844,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,,,,,,CSI_SITEHANDLE_NOT_FOUND_IN_GOLD
ING Moscow MCS 2 OLD,,,1668,31613,IP_VPN,NOT REQUIRED,NOT REQUIRED,ING Moscow MCS 2 OLD,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
DLD Mulheim,,,18073,43660,IP_VPN,NOT REQUIRED,NOT REQUIRED,DLD Mulheim,,,0,18073,CSI_SITEHANDLE_FOUND_IN_GOLD
BAL,,,9396,42830,IP_VPN,NOT REQUIRED,NOT REQUIRED,BAL,,,0,9396,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Bank Vienna MCS 2,,,1668,33146,IP_VPN,NOT REQUIRED,NOT REQUIRED,ING Bank Vienna MCS 2,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
CHIB10077-8,,,10077,37862,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CHIB10077-8,,,0,10077,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Sydney,,,1668,33292,IP_VPN,NOT REQUIRED,NOT REQUIRED,ING Sydney,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
DBB-126613,,,5218,47463,X_25_PURPLE,NOT REQUIRED,NOT REQUIRED,DBB-126613,,,0,5218,CSI_SITEHANDLE_FOUND_IN_GOLD
MOSC,,,23918,25553,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,MOSC,,,0,23918,CSI_SITEHANDLE_FOUND_IN_GOLD
AET,,,36775,28159,IP_VPN,NOT REQUIRED,NOT REQUIRED,AET,,,0,36775,CSI_SITEHANDLE_FOUND_IN_GOLD
NY Board of Trade,,,3969,39433,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,NY Board of Trade,,,0,3969,CSI_SITEHANDLE_FOUND_IN_GOLD
DE5,,,10964,42853,IP_VPN,NOT REQUIRED,NOT REQUIRED,DE5,,,0,10964,CSI_SITEHANDLE_FOUND_IN_GOLD
IP VPN Split billing,,,40978,45713,IP_VPN,NOT REQUIRED,NOT REQUIRED,IP VPN Split billing,,,0,40978,CSI_SITEHANDLE_FOUND_IN_GOLD
Sweden-Stockholm,,,36408,41219,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Sweden-Stockholm,,,0,36408,CSI_SITEHANDLE_FOUND_IN_GOLD
AUK7,,,36775,30635,IP_VPN,NOT REQUIRED,NOT REQUIRED,AUK7,,,0,36775,CSI_SITEHANDLE_FOUND_IN_GOLD
Telematic Poland,,,35829,30778,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Telematic Poland,,,0,35829,CSI_SITEHANDLE_FOUND_IN_GOLD
Site 14 - Praha,,,39286,32121,IP_VPN,NOT REQUIRED,NOT REQUIRED,Site 14 - Praha,,,0,39286,CSI_SITEHANDLE_FOUND_IN_GOLD
MANB5108-59,,,5108,36640,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MANB5108-59,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
MILB1901-4,,,1901,32823,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,MILB1901-4,,,0,1901,CSI_SITEHANDLE_FOUND_IN_GOLD
CASABLANCA,MAG5101286,MSG5101295,2812,21556,IP_VPN,NOT REQUIRED,NOT REQUIRED,CASABLANCA,MAG5101286,MSG5101295,0,2812,CSI_SITEHANDLE_FOUND_IN_GOLD
"Shanghai, Consulate",,,33169,34331,IP_VPN,NOT REQUIRED,NOT REQUIRED,"Shanghai, Consulate",,,2,33169,CSI_SITEHANDLE_FOUND_IN_GOLD
11648,,,31206,33005,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,11648,,,0,31206,CSI_SITEHANDLE_FOUND_IN_GOLD
PL-010,,,7649,31852,IP_VPN,NOT REQUIRED,NOT REQUIRED,PL-010,,,0,7649,CSI_SITEHANDLE_FOUND_IN_GOLD
Tuticorin,CI00015012,CI00014935,1799,39919,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Tuticorin,CI00015012,CI00014935,1,4616,CSI_SITEHANDLE_FOUND_IN_GOLD
DyStar Thailand,,,5660,30430,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,DyStar Thailand,,,0,5660,CSI_SITEHANDLE_FOUND_IN_GOLD
CHIB4584-3,,,4584,30483,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,CHIB4584-3,,,0,4584,CSI_SITEHANDLE_FOUND_IN_GOLD
BUDB9241-1,,,9241,40086,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BUDB9241-1,,,0,9241,CSI_SITEHANDLE_FOUND_IN_GOLD
MANB5108-55,,,5108,33931,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MANB5108-55,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
4233_TelAviv,MA09016073,MS09015816,4233,60827,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,4233_TelAviv,MA09016073,MS09015816,0,4233,CSI_SITEHANDLE_FOUND_IN_GOLD
VIEB3964-1,,,3964,39218,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,VIEB3964-1,,,0,3964,CSI_SITEHANDLE_FOUND_IN_GOLD
IPSA LEA GB,,,28112,32306,IP_VPN,NOT REQUIRED,NOT REQUIRED,IPSA LEA GB,,,0,28112,CSI_SITEHANDLE_FOUND_IN_GOLD
CA - Vancouver,,,9813,30146,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,CA - Vancouver,,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
HELB9325-1,,,9325,31885,IP_VPN,NOT REQUIRED,NOT REQUIRED,HELB9325-1,,,0,9325,CSI_SITEHANDLE_FOUND_IN_GOLD
Atlanta 1,,,1799,57359,IP_VPN,NOT REQUIRED,NOT REQUIRED,Atlanta 1,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
Roche Ltd. - Moscow,,,27707,30162,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Roche Ltd. - Moscow,,,0,27707,CSI_SITEHANDLE_FOUND_IN_GOLD
CMELBOURNE,MAG5321609,MSG5322148,4496,36492,IP_VPN,NOT REQUIRED,NOT REQUIRED,CMELBOURNE,MAG5321609,MSG5322148,0,4496,CSI_SITEHANDLE_FOUND_IN_GOLD
GVA - Italy - CR,MA10008962,MS10008624,4142,85981,IP_VPN,NOT REQUIRED,NOT REQUIRED,GVA - Italy - CR,MA10008962,MS10008624,0,1908,CSI_SITEHANDLE_FOUND_IN_GOLD
SYDB1121-10,,,1121,79662,X_25,NOT REQUIRED,NOT REQUIRED,SYDB1121-10,,,0,1121,CSI_SITEHANDLE_FOUND_IN_GOLD
FR MALMAISON,,,36758,30863,IP_VPN,NOT REQUIRED,NOT REQUIRED,FR MALMAISON,,,0,36758,CSI_SITEHANDLE_FOUND_IN_GOLD
US5,,,10964,33603,IP_VPN,NOT REQUIRED,NOT REQUIRED,US5,,,0,10964,CSI_SITEHANDLE_FOUND_IN_GOLD
Park Atlantic - Lisbon,,,1901,34212,IP_VPN,NOT REQUIRED,NOT REQUIRED,Park Atlantic - Lisbon,,,0,1901,CSI_SITEHANDLE_FOUND_IN_GOLD
MSPB3969-3,,,3969,35100,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,MSPB3969-3,,,0,3969,CSI_SITEHANDLE_FOUND_IN_GOLD
AMSB2559-1,,,2559,42973,IP_VPN,NOT REQUIRED,NOT REQUIRED,AMSB2559-1,,,0,2559,CSI_SITEHANDLE_FOUND_IN_GOLD
RO - Bishkek,,,7128,38645,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,RO - Bishkek,,,0,7128,CSI_SITEHANDLE_FOUND_IN_GOLD
Stenay,,,2510,31453,IP_VPN,NOT REQUIRED,NOT REQUIRED,Stenay,,,0,2510,CSI_SITEHANDLE_FOUND_IN_GOLD
Germany - Dusseldorf (DUS),,,36572,29327,IP_VPN,NOT REQUIRED,NOT REQUIRED,Germany - Dusseldorf (DUS),,,0,36572,CSI_SITEHANDLE_FOUND_IN_GOLD
36421-TR-Izmir T??rkei,,,36421,36548,IP_VPN,NOT REQUIRED,NOT REQUIRED,,,,,,CSI_SITEHANDLE_NOT_FOUND_IN_GOLD
Miami 01,,,4543,33054,IP_VPN,NOT REQUIRED,NOT REQUIRED,Miami 01,,,0,4543,CSI_SITEHANDLE_FOUND_IN_GOLD
RO - Sofia,,,7128,38643,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,RO - Sofia,,,0,7128,CSI_SITEHANDLE_FOUND_IN_GOLD
NCLB5108-6,,,5108,34482,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,NCLB5108-6,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
BKKB9646-1,,,9646,31482,IP_VPN,NOT REQUIRED,NOT REQUIRED,BKKB9646-1,,,0,9646,CSI_SITEHANDLE_FOUND_IN_GOLD
SRI LANKA,,,9652,40056,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,SRI LANKA,,,0,9652,CSI_SITEHANDLE_FOUND_IN_GOLD
2288-AU-Melbourne,,,2288,38823,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,2288-AU-Melbourne,,,0,2288,CSI_SITEHANDLE_FOUND_IN_GOLD
Le Meridien BOSTON,,,1901,18194,IP_VPN,NOT REQUIRED,NOT REQUIRED,Le Meridien BOSTON,,,0,1901,CSI_SITEHANDLE_FOUND_IN_GOLD
Turin,,,2510,29843,IP_VPN,NOT REQUIRED,NOT REQUIRED,Turin,,,0,2510,CSI_SITEHANDLE_FOUND_IN_GOLD
SFOB3963-2,,,3963,41054,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,SFOB3963-2,,,0,3963,CSI_SITEHANDLE_FOUND_IN_GOLD
AUHT01,,,35503,19116,IP_VPN,NOT REQUIRED,NOT REQUIRED,AUHT01,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
PSEA100,,,4634,42060,IP_VPN,NOT REQUIRED,NOT REQUIRED,PSEA100,,,0,4634,CSI_SITEHANDLE_FOUND_IN_GOLD
Thermo King,,,4024,36439,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Thermo King,,,0,4024,CSI_SITEHANDLE_FOUND_IN_GOLD
CCSB2273-2,MAG5314899,MSG5315194,2273,37737,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,CCSB2273-2,MAG5314899,MSG5315194,0,2273,CSI_SITEHANDLE_FOUND_IN_GOLD
HKGB4046-1,,,4046,39215,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,HKGB4046-1,,,0,4046,CSI_SITEHANDLE_FOUND_IN_GOLD
SYRB5013-1,,,5013,37713,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SYRB5013-1,,,0,5013,CSI_SITEHANDLE_FOUND_IN_GOLD
Chirnside,,,2510,40039,IP_VPN,NOT REQUIRED,NOT REQUIRED,Chirnside,,,0,2510,CSI_SITEHANDLE_FOUND_IN_GOLD
Switserland - Geneva (GEV),CI00073512,CI00072961,36572,28784,IP_VPN,NOT REQUIRED,NOT REQUIRED,Switserland - Geneva (GEV),CI00073512,CI00072961,0,36572,CSI_SITEHANDLE_FOUND_IN_GOLD
Daiwa Securities,,,9214,25566,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Daiwa Securities,,,0,9214,CSI_SITEHANDLE_FOUND_IN_GOLD
10111 M??nchen Hornstr.,,,10111,40281,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,10111 M??nchen Hornstr.,,,0,10111,CSI_SITEHANDLE_FOUND_IN_GOLD
PPTT01,,,35503,29945,IP_VPN,NOT REQUIRED,NOT REQUIRED,PPTT01,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
DR Hounslow,,,4543,19694,IP_VPN,NOT REQUIRED,NOT REQUIRED,DR Hounslow,,,0,4543,CSI_SITEHANDLE_FOUND_IN_GOLD
BI-NewZealand-Auckland,,,5682,35439,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BI-NewZealand-Auckland,,,0,5682,CSI_SITEHANDLE_FOUND_IN_GOLD
UASC-Singapore,,,32458,29578,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,UASC-Singapore,,,0,32458,CSI_SITEHANDLE_FOUND_IN_GOLD
894SK,,,40170,85878,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,894SK,,,0,40170,CSI_SITEHANDLE_FOUND_IN_GOLD
Aubervilliers,MA12002864,MS12002833,23542,30616,IP_VPN,NOT REQUIRED,NOT REQUIRED,Aubervilliers,MA12002864,MS12002833,0,23542,CSI_SITEHANDLE_FOUND_IN_GOLD
"FINLAND, Espoo",,,9594,31584,IP_VPN,NOT REQUIRED,NOT REQUIRED,,,,,,CSI_SITEHANDLE_NOT_FOUND_IN_GOLD
"9813 - France, Annecy",,,9813,40723,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,"9813 - France, Annecy",,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
ntc Canada,,,40980,27977,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,ntc Canada,,,0,40980,CSI_SITEHANDLE_FOUND_IN_GOLD
CPG Milano,,,9697,11800,IP_VPN,NOT REQUIRED,NOT REQUIRED,CPG Milano,,,0,9697,CSI_SITEHANDLE_FOUND_IN_GOLD
UK Wan - Zoetermeer,,,9188,34822,IP_VPN,NOT REQUIRED,NOT REQUIRED,UK Wan - Zoetermeer,,,0,9188,CSI_SITEHANDLE_FOUND_IN_GOLD
ALASKA US,,,41222,28650,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,ALASKA US,,,0,41222,CSI_SITEHANDLE_FOUND_IN_GOLD
BILLB313,,,4655,36504,IP_VPN,NOT REQUIRED,NOT REQUIRED,BILLB313,,,0,4655,CSI_SITEHANDLE_FOUND_IN_GOLD
IP VPN/Mitaka,,,2605,39955,IP_VPN,NOT REQUIRED,NOT REQUIRED,IP VPN/Mitaka,,,0,2605,CSI_SITEHANDLE_FOUND_IN_GOLD
TYOB9321-1,,,9321,40444,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,TYOB9321-1,,,0,9321,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 CA IB Budapest,,,11075,43373,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,11075 CA IB Budapest,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
ZDF Russia-Moscow,,,17511,40006,IP_VPN,NOT REQUIRED,NOT REQUIRED,ZDF Russia-Moscow,,,0,17511,CSI_SITEHANDLE_FOUND_IN_GOLD
Vejle,,,25065,31308,IP_VPN,NOT REQUIRED,NOT REQUIRED,Vejle,,,0,25065,CSI_SITEHANDLE_FOUND_IN_GOLD
PDFRPANFR,,,28112,31704,IP_VPN,NOT REQUIRED,NOT REQUIRED,PDFRPANFR,,,0,28112,CSI_SITEHANDLE_FOUND_IN_GOLD
36421-US-Gainesville,MA10003590,MS10003517,36421,27888,IP_VPN,NOT REQUIRED,NOT REQUIRED,36421-US-Gainesville,MA10003590,MS10003517,0,36421,CSI_SITEHANDLE_FOUND_IN_GOLD
Chennai 2,,,1799,39888,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Chennai 2,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
PHLB2479-2,,,2479,38532,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,PHLB2479-2,,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
TACO,,,28358,13017,IP_VPN,NOT REQUIRED,NOT REQUIRED,TACO,,,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
OSLB41683-1/2,,,41683,39138,IP_VPN,NOT REQUIRED,NOT REQUIRED,OSLB41683-1/2,,,0,41683,CSI_SITEHANDLE_FOUND_IN_GOLD
UA DUBAI,,,36758,30031,IP_VPN,NOT REQUIRED,NOT REQUIRED,UA DUBAI,,,0,36758,CSI_SITEHANDLE_FOUND_IN_GOLD
9186 - US Dulles,MAG5206700,MSG5206816,9186,43394,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,9186 - US Dulles,MAG5206700,MSG5206816,0,9186,CSI_SITEHANDLE_FOUND_IN_GOLD
STNB5108-4,,,5108,32945,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,STNB5108-4,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
Denmark- Hedehusene,MA18000334,MS18000322,39350,30349,IP_VPN,NOT REQUIRED,NOT REQUIRED,Denmark- Hedehusene,MA18000334,MS18000322,0,39350,CSI_SITEHANDLE_FOUND_IN_GOLD
ADE,,,2354,44339,IP_VPN,NOT REQUIRED,NOT REQUIRED,ADE,,,0,2354,CSI_SITEHANDLE_FOUND_IN_GOLD
Czech,MAG4100614,MSG4100617,20287,34769,IP_VPN,NOT REQUIRED,NOT REQUIRED,Czech,MAG4100614,MSG4100617,0,20287,CSI_SITEHANDLE_FOUND_IN_GOLD
CT Almaty,MAG5208214,MSG5208372,32016,15141,IP_VPN,NOT REQUIRED,NOT REQUIRED,CT Almaty,MAG5208214,MSG5208372,0,32016,CSI_SITEHANDLE_FOUND_IN_GOLD
KN Paty,,,9319,41015,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,KN Paty,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
Kingstown,,,32008,29302,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Kingstown,,,0,32008,CSI_SITEHANDLE_FOUND_IN_GOLD
BSC Kenya,,,5984,40322,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,BSC Kenya,,,0,5984,CSI_SITEHANDLE_FOUND_IN_GOLD
MOWB2586-1,,,2586,39738,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MOWB2586-1,,,0,2586,CSI_SITEHANDLE_FOUND_IN_GOLD
LIMB23900-1,,,23900,40424,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,LIMB23900-1,,,0,23900,CSI_SITEHANDLE_FOUND_IN_GOLD
WLGB4899-1,,,4899,32322,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,WLGB4899-1,,,0,4899,CSI_SITEHANDLE_FOUND_IN_GOLD
2426-Singapore,,,2426,38832,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,2426-Singapore,,,0,2426,CSI_SITEHANDLE_FOUND_IN_GOLD
Europol Stockholm,MAG5208994,MSG5209171,9998,41637,IP_VPN,NOT REQUIRED,NOT REQUIRED,Europol Stockholm,MAG5208994,MSG5209171,0,9998,CSI_SITEHANDLE_FOUND_IN_GOLD
AC Nielsen Milan,MAG5206735,MSG5206851,41499,56148,IP_VPN,NOT REQUIRED,NOT REQUIRED,AC Nielsen Milan,MAG5206735,MSG5206851,0,41499,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 Vintners Place,,,11075,52514,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,11075 Vintners Place,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
TCH-Prague,,,4013,36951,IP_VPN,NOT REQUIRED,NOT REQUIRED,TCH-Prague,,,0,4013,CSI_SITEHANDLE_FOUND_IN_GOLD
Vencemos,,,32610,44552,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Vencemos,,,0,32610,CSI_SITEHANDLE_FOUND_IN_GOLD
IP VPN/JCB-FRA,,,2605,21123,IP_VPN,NOT REQUIRED,NOT REQUIRED,IP VPN/JCB-FRA,,,0,2605,CSI_SITEHANDLE_FOUND_IN_GOLD
BBSB4207-2,,,4207,41212,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BBSB4207-2,,,0,4207,CSI_SITEHANDLE_FOUND_IN_GOLD
Kiev (Stimorol CEE),,,25065,25032,IP_VPN,NOT REQUIRED,NOT REQUIRED,Kiev (Stimorol CEE),,,0,25065,CSI_SITEHANDLE_FOUND_IN_GOLD
SUVT01,,,35503,46926,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,SUVT01,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
Anderlecht_047404,MA12001841,MS12001832,2273,28178,IP_VPN,NOT REQUIRED,NOT REQUIRED,Anderlecht_047404,MA12001841,MS12001832,0,2273,CSI_SITEHANDLE_FOUND_IN_GOLD
Europol London,,,9998,41625,IP_VPN,NOT REQUIRED,NOT REQUIRED,Europol London,,,0,9998,CSI_SITEHANDLE_FOUND_IN_GOLD
GEA,,,9461,42930,IP_VPN,NOT REQUIRED,NOT REQUIRED,GEA,,,0,9461,CSI_SITEHANDLE_FOUND_IN_GOLD
BOGB5831-1,MAG5315807,MSG5316128,5831,34131,IP_VPN,NOT REQUIRED,NOT REQUIRED,BOGB5831-1,MAG5315807,MSG5316128,0,5831,CSI_SITEHANDLE_FOUND_IN_GOLD
MEXB2420-1,,,2420,18231,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MEXB2420-1,,,0,2420,CSI_SITEHANDLE_FOUND_IN_GOLD
KIU,,,28358,42805,IP_VPN,NOT REQUIRED,NOT REQUIRED,KIU,,,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
Orchard Road - Singapore,,,1901,34216,IP_VPN,NOT REQUIRED,NOT REQUIRED,Orchard Road - Singapore,,,0,1901,CSI_SITEHANDLE_FOUND_IN_GOLD
KPMG St. Gallen 1,,,10246,33130,IP_VPN,NOT REQUIRED,NOT REQUIRED,KPMG St. Gallen 1,,,0,10246,CSI_SITEHANDLE_FOUND_IN_GOLD
2288 - SI,,,2288,38839,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,2288 - SI,,,0,2288,CSI_SITEHANDLE_FOUND_IN_GOLD
QIFT01 (LONT02),,,35503,42568,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,QIFT01 (LONT02),,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
HKGA02,,,35503,42067,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,HKGA02,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
USCO,MAG4104070,MSG4104155,10209,63963,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,USCO,MAG4104070,MSG4104155,0,672952,CSI_SITEHANDLE_FOUND_IN_GOLD
BOM-CO,,,41335,34900,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,BOM-CO,,,0,41335,CSI_SITEHANDLE_FOUND_IN_GOLD
9813 - Ho Chi Minh City,,,9813,31494,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,9813 - Ho Chi Minh City,,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
KND Bremen FA,,,41145,31262,IP_VPN,NOT REQUIRED,NOT REQUIRED,KND Bremen FA,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
BILLB311,MAG5321319,MSG5321847,4655,35919,IP_VPN,NOT REQUIRED,NOT REQUIRED,BILLB311,MAG5321319,MSG5321847,0,4655,CSI_SITEHANDLE_FOUND_IN_GOLD
Ontex Grossp.,MAG4100620,MSG4100623,20287,24960,IP_VPN,NOT REQUIRED,NOT REQUIRED,Ontex Grossp.,MAG4100620,MSG4100623,0,20287,CSI_SITEHANDLE_FOUND_IN_GOLD
CC HAMBURG,,,7438,21720,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CC HAMBURG,,,0,7438,CSI_SITEHANDLE_FOUND_IN_GOLD
HAVT01,CI00054771,CI00054419,35503,46577,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,HAVT01,CI00054771,CI00054419,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
RTC,,,7307,34959,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,RTC,,,0,7307,CSI_SITEHANDLE_FOUND_IN_GOLD
